title,genre,rating,revenue,release_date
Supercross,on,5.4,3102550,2005-08-16 00:00:00
Supercross,nture,5.4,3102550,2005-08-16 00:00:00
Supercross,a,5.4,3102550,2005-08-16 00:00:00
Supercross,nce,5.4,3102550,2005-08-16 00:00:00
Miss Potter,a,6.3,35078241,2006-12-03 00:00:00
Miss Potter,ly,6.3,35078241,2006-12-03 00:00:00
Miss Potter,nce,6.3,35078241,2006-12-03 00:00:00
The Promise,asy,5.0,0,2005-12-15 00:00:00
The Promise,a,5.0,0,2005-12-15 00:00:00
The Promise,on,5.0,0,2005-12-15 00:00:00
The Promise,ller,5.0,0,2005-12-15 00:00:00
The Promise,nce,5.0,0,2005-12-15 00:00:00
DOA: Dead or Alive,nture,5.0,480314,2006-09-07 00:00:00
DOA: Dead or Alive,on,5.0,480314,2006-09-07 00:00:00
DOA: Dead or Alive,ller,5.0,480314,2006-09-07 00:00:00
The Assassination of Jesse James by the Coward Robert Ford,on,7.0,14711793,2007-09-02 00:00:00
The Assassination of Jesse James by the Coward Robert Ford,a,7.0,14711793,2007-09-02 00:00:00
The Assassination of Jesse James by the Coward Robert Ford,ern,7.0,14711793,2007-09-02 00:00:00
1911,nture,5.0,108348,2011-07-03 00:00:00
1911,a,5.0,108348,2011-07-03 00:00:00
1911,on,5.0,108348,2011-07-03 00:00:00
1911,ory,5.0,108348,2011-07-03 00:00:00
Little Nicholas,dy,5.9,0,2009-09-30 00:00:00
Wild Card,ller,5.4,0,2015-01-14 00:00:00
Wild Card,e,5.4,0,2015-01-14 00:00:00
Wild Card,a,5.4,0,2015-01-14 00:00:00
Machine Gun Preacher,on,6.4,2527904,2011-09-23 00:00:00
Machine Gun Preacher,ller,6.4,2527904,2011-09-23 00:00:00
Machine Gun Preacher,e,6.4,2527904,2011-09-23 00:00:00
Animals United,ation,5.5,0,2010-10-07 00:00:00
Animals United,ly,5.5,0,2010-10-07 00:00:00
Animals United,dy,5.5,0,2010-10-07 00:00:00
Goodbye Bafana,ory,7.0,0,2007-02-11 00:00:00
Goodbye Bafana,a,7.0,0,2007-02-11 00:00:00
United Passions,a,3.0,0,2014-06-19 00:00:00
Grace of Monaco,nce,5.8,0,2014-05-14 00:00:00
Grace of Monaco,a,5.8,0,2014-05-14 00:00:00
Savva. Heart of the Warrior,asy,6.4,0,2015-11-12 00:00:00
Savva. Heart of the Warrior,nture,6.4,0,2015-11-12 00:00:00
Savva. Heart of the Warrior,ation,6.4,0,2015-11-12 00:00:00
Ripley's Game,e,6.6,0,2002-09-02 00:00:00
Ripley's Game,ller,6.6,0,2002-09-02 00:00:00
Sausage Party,nture,5.6,140752617,2016-07-11 00:00:00
Sausage Party,ation,5.6,140752617,2016-07-11 00:00:00
Sausage Party,dy,5.6,140752617,2016-07-11 00:00:00
Sausage Party,asy,5.6,140752617,2016-07-11 00:00:00
Pitch Perfect 2,dy,6.8,287506194,2015-05-07 00:00:00
Pitch Perfect 2,c,6.8,287506194,2015-05-07 00:00:00
Walk the Line,a,7.3,186438883,2005-09-13 00:00:00
Walk the Line,c,7.3,186438883,2005-09-13 00:00:00
Walk the Line,nce,7.3,186438883,2005-09-13 00:00:00
Keeping the Faith,dy,5.9,37036004,2000-04-14 00:00:00
The Borrowers,nture,5.8,0,1997-12-05 00:00:00
The Borrowers,asy,5.8,0,1997-12-05 00:00:00
The Borrowers,on,5.8,0,1997-12-05 00:00:00
The Borrowers,dy,5.8,0,1997-12-05 00:00:00
The Borrowers,ly,5.8,0,1997-12-05 00:00:00
Frost/Nixon,a,7.2,0,2008-10-15 00:00:00
Frost/Nixon,ory,7.2,0,2008-10-15 00:00:00
Confessions of a Dangerous Mind,dy,6.6,33013805,2002-12-30 00:00:00
Confessions of a Dangerous Mind,e,6.6,33013805,2002-12-30 00:00:00
Confessions of a Dangerous Mind,a,6.6,33013805,2002-12-30 00:00:00
Confessions of a Dangerous Mind,nce,6.6,33013805,2002-12-30 00:00:00
Confessions of a Dangerous Mind,ller,6.6,33013805,2002-12-30 00:00:00
Serving Sara,dy,5.0,16930185,2002-08-20 00:00:00
Serving Sara,nce,5.0,16930185,2002-08-20 00:00:00
The Boss,dy,5.5,78636257,2016-04-07 00:00:00
Cry Freedom,a,6.9,0,1987-11-05 00:00:00
Mumford,dy,6.3,0,1999-09-24 00:00:00
Mumford,a,6.3,0,1999-09-24 00:00:00
Mumford,nce,6.3,0,1999-09-24 00:00:00
Seed of Chucky,a,4.9,24829644,2004-11-11 00:00:00
Seed of Chucky,or,4.9,24829644,2004-11-11 00:00:00
Seed of Chucky,dy,4.9,24829644,2004-11-11 00:00:00
The Jacket,a,6.8,21126225,2005-03-04 00:00:00
The Jacket,ery,6.8,21126225,2005-03-04 00:00:00
The Jacket,ller,6.8,21126225,2005-03-04 00:00:00
The Jacket,asy,6.8,21126225,2005-03-04 00:00:00
Aladdin,ation,7.4,504050219,1992-11-25 00:00:00
Aladdin,ly,7.4,504050219,1992-11-25 00:00:00
Aladdin,dy,7.4,504050219,1992-11-25 00:00:00
Aladdin,nture,7.4,504050219,1992-11-25 00:00:00
Aladdin,asy,7.4,504050219,1992-11-25 00:00:00
Aladdin,nce,7.4,504050219,1992-11-25 00:00:00
Straight Outta Compton,a,7.7,201634991,2015-08-13 00:00:00
Straight Outta Compton,c,7.7,201634991,2015-08-13 00:00:00
Indiana Jones and the Temple of Doom,nture,7.1,333000000,1984-05-23 00:00:00
Indiana Jones and the Temple of Doom,on,7.1,333000000,1984-05-23 00:00:00
The Rugrats Movie,ation,5.7,100491683,1998-11-20 00:00:00
The Rugrats Movie,ly,5.7,100491683,1998-11-20 00:00:00
Along Came a Spider,e,6.1,105178561,2001-04-06 00:00:00
Along Came a Spider,ery,6.1,105178561,2001-04-06 00:00:00
Along Came a Spider,ller,6.1,105178561,2001-04-06 00:00:00
Along Came a Spider,on,6.1,105178561,2001-04-06 00:00:00
Florence Foster Jenkins,dy,6.6,48902953,2016-05-06 00:00:00
Florence Foster Jenkins,a,6.6,48902953,2016-05-06 00:00:00
Once Upon a Time in Mexico,on,6.2,98185582,2003-09-11 00:00:00
Die Hard,on,7.5,140767956,1988-07-15 00:00:00
Die Hard,ller,7.5,140767956,1988-07-15 00:00:00
Role Models,dy,6.4,92380927,2008-02-03 00:00:00
The Big Short,dy,7.3,133346506,2015-12-11 00:00:00
The Big Short,a,7.3,133346506,2015-12-11 00:00:00
Taking Woodstock,c,6.2,0,2009-09-03 00:00:00
Taking Woodstock,dy,6.2,0,2009-09-03 00:00:00
Taking Woodstock,a,6.2,0,2009-09-03 00:00:00
Miracle,a,7.0,64445708,2004-02-06 00:00:00
Miracle,ory,7.0,64445708,2004-02-06 00:00:00
Dawn of the Dead,asy,6.8,102356381,2004-03-19 00:00:00
Dawn of the Dead,or,6.8,102356381,2004-03-19 00:00:00
Dawn of the Dead,on,6.8,102356381,2004-03-19 00:00:00
The Wedding Planner,dy,5.5,94728529,2001-01-26 00:00:00
Space Pirate Captain Harlock,ation,6.5,17137302,2013-09-07 00:00:00
Space Pirate Captain Harlock,nce Fiction,6.5,17137302,2013-09-07 00:00:00
The Royal Tenenbaums,dy,7.4,71441250,2001-10-05 00:00:00
The Royal Tenenbaums,a,7.4,71441250,2001-10-05 00:00:00
Identity,ery,7.1,90259536,2003-04-25 00:00:00
Identity,ller,7.1,90259536,2003-04-25 00:00:00
Last Vegas,dy,6.4,134402450,2013-10-31 00:00:00
For Your Eyes Only,nture,6.3,195312802,1981-06-23 00:00:00
For Your Eyes Only,on,6.3,195312802,1981-06-23 00:00:00
For Your Eyes Only,ller,6.3,195312802,1981-06-23 00:00:00
Serendipity,dy,6.6,77516304,2001-10-05 00:00:00
Serendipity,nce,6.6,77516304,2001-10-05 00:00:00
Timecop,ller,5.5,101646581,1994-09-15 00:00:00
Timecop,nce Fiction,5.5,101646581,1994-09-15 00:00:00
Timecop,on,5.5,101646581,1994-09-15 00:00:00
Timecop,e,5.5,101646581,1994-09-15 00:00:00
Zoolander,dy,6.1,60780981,2001-09-28 00:00:00
Safe Haven,nce,6.9,97594140,2013-02-07 00:00:00
Hocus Pocus,dy,6.4,39514713,1993-07-16 00:00:00
Hocus Pocus,ly,6.4,39514713,1993-07-16 00:00:00
Hocus Pocus,asy,6.4,39514713,1993-07-16 00:00:00
No Reservations,dy,6.1,92601050,2007-07-25 00:00:00
Kick-Ass,on,7.1,96188903,2010-03-22 00:00:00
Kick-Ass,e,7.1,96188903,2010-03-22 00:00:00
30 Minutes or Less,on,5.6,40547440,2011-08-11 00:00:00
30 Minutes or Less,nture,5.6,40547440,2011-08-11 00:00:00
30 Minutes or Less,dy,5.6,40547440,2011-08-11 00:00:00
Dracula 2000,ller,4.6,33000337,2000-12-22 00:00:00
Dracula 2000,or,4.6,33000337,2000-12-22 00:00:00
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",ly,6.1,100654149,2014-10-08 00:00:00
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",dy,6.1,100654149,2014-10-08 00:00:00
Pride & Prejudice,a,7.7,121147947,2005-09-16 00:00:00
Pride & Prejudice,nce,7.7,121147947,2005-09-16 00:00:00
Blade Runner,nce Fiction,7.9,33139618,1982-06-25 00:00:00
Blade Runner,a,7.9,33139618,1982-06-25 00:00:00
Blade Runner,ller,7.9,33139618,1982-06-25 00:00:00
Rob Roy,nture,6.5,31596911,1995-04-13 00:00:00
3 Days to Kill,on,6.0,52597999,2014-02-14 00:00:00
3 Days to Kill,a,6.0,52597999,2014-02-14 00:00:00
3 Days to Kill,ller,6.0,52597999,2014-02-14 00:00:00
3 Days to Kill,e,6.0,52597999,2014-02-14 00:00:00
We Own the Night,a,6.5,54926886,2007-05-25 00:00:00
We Own the Night,e,6.5,54926886,2007-05-25 00:00:00
We Own the Night,ller,6.5,54926886,2007-05-25 00:00:00
Lost Souls,or,4.5,0,2000-10-13 00:00:00
Lost Souls,ller,4.5,0,2000-10-13 00:00:00
Winged Migration,mentary,7.0,20217080,2001-12-12 00:00:00
Just My Luck,dy,5.8,38159905,2006-05-12 00:00:00
Just My Luck,a,5.8,38159905,2006-05-12 00:00:00
Just My Luck,ly,5.8,38159905,2006-05-12 00:00:00
Just My Luck,asy,5.8,38159905,2006-05-12 00:00:00
Just My Luck,nce,5.8,38159905,2006-05-12 00:00:00
"Mystery, Alaska",a,6.0,8888143,1999-10-01 00:00:00
"Mystery, Alaska",dy,6.0,8888143,1999-10-01 00:00:00
The Spy Next Door,on,5.5,45236543,2010-01-15 00:00:00
The Spy Next Door,dy,5.5,45236543,2010-01-15 00:00:00
The Spy Next Door,ly,5.5,45236543,2010-01-15 00:00:00
A Simple Wish,nture,5.5,8345056,1997-07-11 00:00:00
A Simple Wish,dy,5.5,8345056,1997-07-11 00:00:00
A Simple Wish,ly,5.5,8345056,1997-07-11 00:00:00
A Simple Wish,asy,5.5,8345056,1997-07-11 00:00:00
Ghosts of Mars,on,4.8,14010832,2001-08-24 00:00:00
Ghosts of Mars,or,4.8,14010832,2001-08-24 00:00:00
Ghosts of Mars,nce Fiction,4.8,14010832,2001-08-24 00:00:00
Our Brand Is Crisis,dy,5.8,7002261,2015-09-11 00:00:00
Our Brand Is Crisis,a,5.8,7002261,2015-09-11 00:00:00
Pride and Prejudice and Zombies,nce,5.5,16374328,2016-02-04 00:00:00
Pride and Prejudice and Zombies,or,5.5,16374328,2016-02-04 00:00:00
Pride and Prejudice and Zombies,dy,5.5,16374328,2016-02-04 00:00:00
Pride and Prejudice and Zombies,ller,5.5,16374328,2016-02-04 00:00:00
Kundun,a,6.8,5684789,1997-12-25 00:00:00
How to Lose Friends & Alienate People,dy,6.2,17286299,2008-10-02 00:00:00
How to Lose Friends & Alienate People,nce,6.2,17286299,2008-10-02 00:00:00
How to Lose Friends & Alienate People,a,6.2,17286299,2008-10-02 00:00:00
Kick-Ass 2,on,6.3,60700000,2013-07-17 00:00:00
Kick-Ass 2,nture,6.3,60700000,2013-07-17 00:00:00
Kick-Ass 2,e,6.3,60700000,2013-07-17 00:00:00
Alatriste,on,5.6,23321954,2006-09-01 00:00:00
Brick Mansions,on,5.7,68896829,2014-04-22 00:00:00
Brick Mansions,e,5.7,68896829,2014-04-22 00:00:00
Brick Mansions,a,5.7,68896829,2014-04-22 00:00:00
Octopussy,nture,6.2,187500000,1983-06-05 00:00:00
Octopussy,on,6.2,187500000,1983-06-05 00:00:00
Octopussy,ller,6.2,187500000,1983-06-05 00:00:00
Knocked Up,dy,6.2,219076518,2007-06-01 00:00:00
Knocked Up,nce,6.2,219076518,2007-06-01 00:00:00
Knocked Up,a,6.2,219076518,2007-06-01 00:00:00
My Sister's Keeper,a,7.1,95714875,2009-06-26 00:00:00
Welcome Home Roscoe Jenkins,dy,5.7,43650785,2008-02-08 00:00:00
Welcome Home Roscoe Jenkins,a,5.7,43650785,2008-02-08 00:00:00
A Passage to India,a,6.9,27187653,1984-12-14 00:00:00
A Passage to India,nture,6.9,27187653,1984-12-14 00:00:00
A Passage to India,ory,6.9,27187653,1984-12-14 00:00:00
Notes on a Scandal,a,6.9,49469904,2006-12-25 00:00:00
Notes on a Scandal,nce,6.9,49469904,2006-12-25 00:00:00
Rendition,a,6.2,24748670,2007-09-07 00:00:00
Rendition,ller,6.2,24748670,2007-09-07 00:00:00
Star Trek VI: The Undiscovered Country,nce Fiction,6.7,96900000,1991-12-05 00:00:00
Star Trek VI: The Undiscovered Country,on,6.7,96900000,1991-12-05 00:00:00
Star Trek VI: The Undiscovered Country,nture,6.7,96900000,1991-12-05 00:00:00
Star Trek VI: The Undiscovered Country,ller,6.7,96900000,1991-12-05 00:00:00
Divine Secrets of the Ya-Ya Sisterhood,dy,5.6,0,2002-06-07 00:00:00
Divine Secrets of the Ya-Ya Sisterhood,a,5.6,0,2002-06-07 00:00:00
Divine Secrets of the Ya-Ya Sisterhood,nce,5.6,0,2002-06-07 00:00:00
Kiss the Girls,a,6.2,60527873,1997-10-03 00:00:00
Kiss the Girls,ery,6.2,60527873,1997-10-03 00:00:00
Kiss the Girls,ller,6.2,60527873,1997-10-03 00:00:00
Kiss the Girls,e,6.2,60527873,1997-10-03 00:00:00
The Blues Brothers,c,7.5,115229890,1980-06-17 00:00:00
The Blues Brothers,dy,7.5,115229890,1980-06-17 00:00:00
The Blues Brothers,on,7.5,115229890,1980-06-17 00:00:00
The Blues Brothers,e,7.5,115229890,1980-06-17 00:00:00
The Sisterhood of the Traveling Pants 2,nture,6.0,44352417,2008-08-06 00:00:00
The Sisterhood of the Traveling Pants 2,dy,6.0,44352417,2008-08-06 00:00:00
The Sisterhood of the Traveling Pants 2,a,6.0,44352417,2008-08-06 00:00:00
The Sisterhood of the Traveling Pants 2,ly,6.0,44352417,2008-08-06 00:00:00
Joyful Noise,dy,6.7,0,2012-01-13 00:00:00
Joyful Noise,c,6.7,0,2012-01-13 00:00:00
About a Boy,a,6.6,129000000,2002-04-26 00:00:00
About a Boy,dy,6.6,129000000,2002-04-26 00:00:00
About a Boy,nce,6.6,129000000,2002-04-26 00:00:00
Lake Placid,or,5.5,56870414,1999-07-15 00:00:00
Lake Placid,dy,5.5,56870414,1999-07-15 00:00:00
Lake Placid,on,5.5,56870414,1999-07-15 00:00:00
Lake Placid,nce Fiction,5.5,56870414,1999-07-15 00:00:00
Lake Placid,ller,5.5,56870414,1999-07-15 00:00:00
Lucky Number Slevin,a,7.4,56308881,2006-02-24 00:00:00
Lucky Number Slevin,ller,7.4,56308881,2006-02-24 00:00:00
Lucky Number Slevin,e,7.4,56308881,2006-02-24 00:00:00
Lucky Number Slevin,ery,7.4,56308881,2006-02-24 00:00:00
The Right Stuff,a,7.3,21500000,1983-10-20 00:00:00
The Right Stuff,ory,7.3,21500000,1983-10-20 00:00:00
Anonymous,a,6.3,15395087,2011-10-21 00:00:00
Anonymous,ory,6.3,15395087,2011-10-21 00:00:00
Anonymous,ller,6.3,15395087,2011-10-21 00:00:00
The NeverEnding Story,a,7.0,20158808,1984-04-05 00:00:00
The NeverEnding Story,ly,7.0,20158808,1984-04-05 00:00:00
The NeverEnding Story,asy,7.0,20158808,1984-04-05 00:00:00
The NeverEnding Story,nture,7.0,20158808,1984-04-05 00:00:00
Dark City,ery,7.2,27200316,1998-02-27 00:00:00
Dark City,nce Fiction,7.2,27200316,1998-02-27 00:00:00
The Duchess,a,6.7,0,2008-09-05 00:00:00
The Duchess,ory,6.7,0,2008-09-05 00:00:00
The Duchess,nce,6.7,0,2008-09-05 00:00:00
Return to Oz,nture,6.7,11137801,1985-06-21 00:00:00
Return to Oz,ly,6.7,11137801,1985-06-21 00:00:00
Return to Oz,asy,6.7,11137801,1985-06-21 00:00:00
The Newton Boys,e,5.9,76000000,1998-03-26 00:00:00
The Newton Boys,on,5.9,76000000,1998-03-26 00:00:00
The Newton Boys,a,5.9,76000000,1998-03-26 00:00:00
Case 39,or,6.1,29000000,2009-08-13 00:00:00
Case 39,ery,6.1,29000000,2009-08-13 00:00:00
Case 39,ller,6.1,29000000,2009-08-13 00:00:00
Suspect Zero,e,5.5,13000000,2004-08-27 00:00:00
Suspect Zero,ller,5.5,13000000,2004-08-27 00:00:00
Martian Child,a,6.8,0,2007-11-02 00:00:00
Spy Kids: All the Time in the World,ly,4.4,85564310,2011-08-18 00:00:00
Spy Kids: All the Time in the World,dy,4.4,85564310,2011-08-18 00:00:00
Spy Kids: All the Time in the World,on,4.4,85564310,2011-08-18 00:00:00
Money Monster,ller,6.5,93282604,2016-05-12 00:00:00
The 51st State,ller,5.9,14,2001-12-07 00:00:00
The 51st State,on,5.9,14,2001-12-07 00:00:00
The 51st State,dy,5.9,14,2001-12-07 00:00:00
The 51st State,e,5.9,14,2001-12-07 00:00:00
Flawless,dy,5.9,4488529,1999-11-26 00:00:00
Flawless,a,5.9,4488529,1999-11-26 00:00:00
Mindhunters,ery,6.3,21148829,2004-05-07 00:00:00
Mindhunters,ller,6.3,21148829,2004-05-07 00:00:00
Mindhunters,e,6.3,21148829,2004-05-07 00:00:00
What Just Happened,dy,5.2,6673422,2008-10-17 00:00:00
What Just Happened,a,5.2,6673422,2008-10-17 00:00:00
The Statement,a,5.9,0,2003-12-12 00:00:00
The Statement,ller,5.9,0,2003-12-12 00:00:00
The Magic Flute,dy,6.9,0,2006-09-07 00:00:00
The Magic Flute,a,6.9,0,2006-09-07 00:00:00
The Magic Flute,c,6.9,0,2006-09-07 00:00:00
Paul Blart: Mall Cop,on,5.2,183293131,2009-01-15 00:00:00
Paul Blart: Mall Cop,nture,5.2,183293131,2009-01-15 00:00:00
Paul Blart: Mall Cop,dy,5.2,183293131,2009-01-15 00:00:00
Paul Blart: Mall Cop,ly,5.2,183293131,2009-01-15 00:00:00
Freaky Friday,dy,6.0,110230332,2003-08-03 00:00:00
The 40 Year Old Virgin,dy,6.2,109449237,2005-08-11 00:00:00
The 40 Year Old Virgin,nce,6.2,109449237,2005-08-11 00:00:00
Shakespeare in Love,nce,6.8,289317794,1998-12-11 00:00:00
Shakespeare in Love,ory,6.8,289317794,1998-12-11 00:00:00
A Walk Among the Tombstones,e,6.2,53181600,2014-09-18 00:00:00
A Walk Among the Tombstones,a,6.2,53181600,2014-09-18 00:00:00
A Walk Among the Tombstones,ery,6.2,53181600,2014-09-18 00:00:00
A Walk Among the Tombstones,ller,6.2,53181600,2014-09-18 00:00:00
Kindergarten Cop,dy,5.8,201957688,1990-12-21 00:00:00
Pineapple Express,on,6.6,101624843,2008-08-06 00:00:00
Pineapple Express,dy,6.6,101624843,2008-08-06 00:00:00
Ever After: A Cinderella Story,a,6.8,65705772,1998-07-31 00:00:00
Ever After: A Cinderella Story,nce,6.8,65705772,1998-07-31 00:00:00
Ever After: A Cinderella Story,dy,6.8,65705772,1998-07-31 00:00:00
Open Range,ern,7.0,68296293,2003-08-29 00:00:00
Flatliners,a,6.3,61489265,1990-08-09 00:00:00
Flatliners,or,6.3,61489265,1990-08-09 00:00:00
Flatliners,nce Fiction,6.3,61489265,1990-08-09 00:00:00
Flatliners,ller,6.3,61489265,1990-08-09 00:00:00
A Bridge Too Far,a,6.9,50750000,1977-06-15 00:00:00
A Bridge Too Far,ory,6.9,50750000,1977-06-15 00:00:00
Red Eye,or,6.2,57891803,2005-08-04 00:00:00
Red Eye,ller,6.2,57891803,2005-08-04 00:00:00
Final Destination 2,or,5.9,90426405,2003-01-31 00:00:00
Final Destination 2,ery,5.9,90426405,2003-01-31 00:00:00
"O Brother, Where Art Thou?",on,7.3,71868327,2000-08-30 00:00:00
"O Brother, Where Art Thou?",nture,7.3,71868327,2000-08-30 00:00:00
"O Brother, Where Art Thou?",dy,7.3,71868327,2000-08-30 00:00:00
Legion,or,5.2,67918658,2010-01-21 00:00:00
Pain & Gain,ller,6.1,86175291,2013-04-18 00:00:00
Pain & Gain,e,6.1,86175291,2013-04-18 00:00:00
Pain & Gain,on,6.1,86175291,2013-04-18 00:00:00
In Good Company,dy,5.9,0,2004-12-29 00:00:00
In Good Company,a,5.9,0,2004-12-29 00:00:00
In Good Company,nce,5.9,0,2004-12-29 00:00:00
Clockstoppers,nture,4.9,38793283,2002-03-17 00:00:00
Clockstoppers,ly,4.9,38793283,2002-03-17 00:00:00
Clockstoppers,nce Fiction,4.9,38793283,2002-03-17 00:00:00
Clockstoppers,ller,4.9,38793283,2002-03-17 00:00:00
Silverado,on,7.1,0,1985-07-10 00:00:00
Silverado,e,7.1,0,1985-07-10 00:00:00
Silverado,a,7.1,0,1985-07-10 00:00:00
Silverado,ern,7.1,0,1985-07-10 00:00:00
Brothers,a,6.8,43318349,2009-01-27 00:00:00
Brothers,ller,6.8,43318349,2009-01-27 00:00:00
Agent Cody Banks 2: Destination London,dy,5.2,28818995,2004-12-03 00:00:00
New Year's Eve,dy,5.7,142044638,2011-12-08 00:00:00
New Year's Eve,nce,5.7,142044638,2011-12-08 00:00:00
Original Sin,a,5.8,35402320,2001-08-03 00:00:00
Original Sin,ller,5.8,35402320,2001-08-03 00:00:00
Original Sin,ery,5.8,35402320,2001-08-03 00:00:00
Original Sin,nce,5.8,35402320,2001-08-03 00:00:00
The Raven,e,6.1,29657751,2012-03-09 00:00:00
The Raven,ller,6.1,29657751,2012-03-09 00:00:00
The Raven,ery,6.1,29657751,2012-03-09 00:00:00
Welcome to Mooseport,dy,4.8,14000000,2004-02-24 00:00:00
Highlander: The Final Dimension,on,4.5,36800000,1994-11-29 00:00:00
Highlander: The Final Dimension,asy,4.5,36800000,1994-11-29 00:00:00
Highlander: The Final Dimension,nce Fiction,4.5,36800000,1994-11-29 00:00:00
Blood and Wine,e,5.5,0,1996-10-03 00:00:00
Blood and Wine,a,5.5,0,1996-10-03 00:00:00
Blood and Wine,ller,5.5,0,1996-10-03 00:00:00
Snow White: A Tale of Terror,asy,6.0,0,1997-07-18 00:00:00
Snow White: A Tale of Terror,or,6.0,0,1997-07-18 00:00:00
The Curse of the Jade Scorpion,dy,6.5,0,2001-08-05 00:00:00
The Curse of the Jade Scorpion,e,6.5,0,2001-08-05 00:00:00
The Curse of the Jade Scorpion,ery,6.5,0,2001-08-05 00:00:00
The Curse of the Jade Scorpion,nce,6.5,0,2001-08-05 00:00:00
The Curse of the Jade Scorpion,ller,6.5,0,2001-08-05 00:00:00
Accidental Love,nce,3.9,0,2015-02-10 00:00:00
Accidental Love,dy,3.9,0,2015-02-10 00:00:00
Flipper,nture,5.3,20080020,1996-05-17 00:00:00
Flipper,ly,5.3,20080020,1996-05-17 00:00:00
Self/less,nce Fiction,6.3,30523226,2015-07-10 00:00:00
Self/less,ery,6.3,30523226,2015-07-10 00:00:00
Self/less,ller,6.3,30523226,2015-07-10 00:00:00
The Constant Gardener,a,6.8,82466670,2005-08-31 00:00:00
The Constant Gardener,ery,6.8,82466670,2005-08-31 00:00:00
The Constant Gardener,ller,6.8,82466670,2005-08-31 00:00:00
The Passion of the Christ,a,6.9,611899420,2004-02-25 00:00:00
Mrs. Doubtfire,dy,7.0,441286195,1993-11-24 00:00:00
Mrs. Doubtfire,a,7.0,441286195,1993-11-24 00:00:00
Mrs. Doubtfire,ly,7.0,441286195,1993-11-24 00:00:00
Rain Man,a,7.6,412800000,1988-12-11 00:00:00
Gran Torino,a,7.8,269958228,2008-12-09 00:00:00
W.,a,6.1,29506464,2008-10-17 00:00:00
W.,ory,6.1,29506464,2008-10-17 00:00:00
Taken,on,7.2,226830568,2008-02-18 00:00:00
Taken,ller,7.2,226830568,2008-02-18 00:00:00
The Best of Me,a,7.2,35926213,2014-10-16 00:00:00
The Best of Me,nce,7.2,35926213,2014-10-16 00:00:00
The Bodyguard,ller,6.1,411006740,1992-11-25 00:00:00
The Bodyguard,on,6.1,411006740,1992-11-25 00:00:00
The Bodyguard,a,6.1,411006740,1992-11-25 00:00:00
The Bodyguard,c,6.1,411006740,1992-11-25 00:00:00
The Bodyguard,nce,6.1,411006740,1992-11-25 00:00:00
Schindler's List,a,8.3,321365567,1993-11-29 00:00:00
Schindler's List,ory,8.3,321365567,1993-11-29 00:00:00
The Help,a,7.8,124272124,2011-08-09 00:00:00
The Fifth Estate,a,5.7,8555008,2013-10-11 00:00:00
The Fifth Estate,ller,5.7,8555008,2013-10-11 00:00:00
Scooby-Doo 2: Monsters Unleashed,ery,5.4,181466833,2004-03-24 00:00:00
Scooby-Doo 2: Monsters Unleashed,asy,5.4,181466833,2004-03-24 00:00:00
Scooby-Doo 2: Monsters Unleashed,nture,5.4,181466833,2004-03-24 00:00:00
Scooby-Doo 2: Monsters Unleashed,dy,5.4,181466833,2004-03-24 00:00:00
Forbidden Kingdom,ller,4.9,0,2014-01-30 00:00:00
Forbidden Kingdom,nture,4.9,0,2014-01-30 00:00:00
Forbidden Kingdom,ery,4.9,0,2014-01-30 00:00:00
Forbidden Kingdom,asy,4.9,0,2014-01-30 00:00:00
Freddy vs. Jason,or,5.8,114908830,2003-08-15 00:00:00
The Face of an Angel,ller,4.7,0,2014-09-06 00:00:00
The Face of an Angel,a,4.7,0,2014-09-06 00:00:00
Jimmy Neutron: Boy Genius,on,5.6,80936232,2001-12-21 00:00:00
Jimmy Neutron: Boy Genius,nture,5.6,80936232,2001-12-21 00:00:00
Jimmy Neutron: Boy Genius,ation,5.6,80936232,2001-12-21 00:00:00
Jimmy Neutron: Boy Genius,dy,5.6,80936232,2001-12-21 00:00:00
Jimmy Neutron: Boy Genius,ly,5.6,80936232,2001-12-21 00:00:00
Jimmy Neutron: Boy Genius,asy,5.6,80936232,2001-12-21 00:00:00
Jimmy Neutron: Boy Genius,nce Fiction,5.6,80936232,2001-12-21 00:00:00
Cloverfield,on,6.4,170764026,2008-01-15 00:00:00
Cloverfield,ller,6.4,170764026,2008-01-15 00:00:00
Cloverfield,nce Fiction,6.4,170764026,2008-01-15 00:00:00
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,nce Fiction,5.8,78000000,1991-03-22 00:00:00
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,nture,5.8,78000000,1991-03-22 00:00:00
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,on,5.8,78000000,1991-03-22 00:00:00
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,dy,5.8,78000000,1991-03-22 00:00:00
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,ly,5.8,78000000,1991-03-22 00:00:00
The Untouchables,e,7.6,76270454,1987-06-02 00:00:00
The Untouchables,a,7.6,76270454,1987-06-02 00:00:00
The Untouchables,ory,7.6,76270454,1987-06-02 00:00:00
The Untouchables,ller,7.6,76270454,1987-06-02 00:00:00
No Country for Old Men,e,7.7,171600000,2007-11-08 00:00:00
No Country for Old Men,a,7.7,171600000,2007-11-08 00:00:00
No Country for Old Men,ller,7.7,171600000,2007-11-08 00:00:00
